159,42.6357,2.7744,7.75,9.11,10.68,13.2,16.42,20.33,23.46,23.72,20.25,15.85,11.53,8.71
160,42.6353,2.8717,7.96,9.42,10.85,13.54,16.92,20.69,23.79,24.12,20.64,16.12,11.71,9.07
161,42.6347,2.969,8.19,9.66,11.13,13.84,17.24,20.98,24.09,24.42,20.92,16.38,11.93,9.31
162,42.4462,8.6957,8.22,8.61,9.97,12.03,15.07,19.33,22.22,22.1,19.82,15.95,12.06,8.95
163,42.4404,8.7924,6.36,6.46,7.77,9.8,12.93,17.61,20.32,20.24,17.66,13.91,10.36,6.97
164,42.4344,8.889,1.61,1.75,2.51,4.94,8.63,13.07,16.22,16.12,13.32,9.16,5.32,2.39
165,42.4284,8.9856,3.26,3.24,4.4,6.41,10.01,14.8,17.52,17.04,14.46,10.83,7.2,3.98
166,42.4223,9.0822,4.72,4.92,5.76,8.06,11.43,15.93,18.78,18.74,16.25,12.38,8.58,5.34
167,42.4161,9.1788,7.64,7.8,9.22,11.25,14.11,18.88,21.31,21.27,18.98,15.37,11.7,8.19
168,42.4098,9.2753,5.21,5.53,6.56,8.59,11.85,16.6,19.5,19.23,16.73,12.93,9.25,5.82
169,42.4034,9.3719,7.01,7.48,8.62,10.61,13.74,18.07,20.99,21.29,18.64,14.74,11.15,7.82
170,42.397,9.4684,8.4,8.87,10.17,12.14,15.21,19.56,22.4,22.67,20.03,16.13,12.52,9.22
171,42.6915,0.4373,-4.14,-4.56,-3.71,-1.49,1.89,5.69,9.38,9.91,7.26,2.82,-1.52,-3.17
172,42.6932,0.5346,-3.85,-4.27,-3.21,-0.99,2.36,6.17,9.77,10.28,7.57,3.2,-1.1,-2.89
173,42.6948,0.632,-1.49,-1.67,-0.06,1.87,4.94,9.11,12.38,12.61,9.95,5.7,1.72,-0.81
174,42.7044,1.4111,-1.12,-1.39,0.51,2.46,5.73,9.94,13.12,13.12,10.39,6.18,2.18,-0.32
175,42.7052,1.5086,-0.85,-0.72,0.95,3.02,6.25,10.95,13.37,13.25,10.93,6.8,2.59,0.02
176,42.706,1.606,-1.09,-0.96,0.64,2.71,5.94,10.65,13.06,12.95,10.65,6.53,2.33,-0.22
177,42.7066,1.7034,-0.2,0.16,1.57,3.99,7.36,11.5,14.24,14.65,11.93,7.54,3.25,0.62
178,42.7071,1.8008,1.91,2.1,4.24,6.53,10.03,14.05,16.79,17.13,14.28,9.76,5.43,2.69
179,42.7076,1.8982,0.86,1.06,2.95,5.23,8.73,12.8,15.54,15.87,13.09,8.64,4.35,1.65
180,42.7079,1.9956,-0.92,-0.78,0.71,2.88,6.48,10.54,13.46,13.68,11.03,6.66,2.44,-0.02
181,42.7082,2.093,1.98,2.28,4.22,6.57,9.92,14.12,17.07,17.31,14.3,9.79,5.66,2.87
182,42.7084,2.1905,1.04,1.34,2.95,5.31,8.68,12.85,15.85,16.09,13.19,8.7,4.59,1.94
183,42.7085,2.2879,1.18,1.72,3.23,5.61,9.07,12.86,16.22,16.92,13.67,8.99,4.79,2.15
184,42.7085,2.3853,3.1,4.14,5.35,7.99,11.62,15.19,18.82,19.24,15.89,11.12,6.71,4.14
185,42.7084,2.4827,4.91,5.94,7.54,10.14,13.68,17.29,20.73,21.14,17.72,13,8.6,5.94
186,42.7082,2.5801,5.81,7.04,8.64,11.18,14.7,18.33,21.77,22.06,18.63,13.97,9.53,6.81
187,42.7079,2.6775,6.82,8.07,9.8,12.35,15.85,19.54,22.9,23.18,19.71,15.04,10.57,7.85
188,42.7076,2.775,7.68,9.02,10.57,13.07,16.39,20.27,23.37,23.63,20.15,15.76,11.54,8.73
189,42.7071,2.8724,8.06,9.4,10.94,13.58,17.04,20.66,23.92,24.17,20.7,16.16,11.83,9.2
190,42.7066,2.9698,8.2,9.55,11.11,13.77,17.24,20.85,24.11,24.36,20.88,16.33,11.97,9.35
191,42.5178,8.7036,8.41,8.78,10.17,12.29,15.38,19.52,22.47,22.39,20,16.15,12.29,9.14
192,42.512,8.8003,8.8,9.08,10.58,12.66,15.74,20.08,23.03,22.73,20.31,16.46,12.71,9.46
193,42.506,8.8971,4.9,5.24,6.11,8.36,11.78,16.05,19.41,19.09,16.48,12.49,8.71,5.63
194,42.5,8.9938,5.22,5.44,6.44,8.62,11.82,16.62,19.24,19.24,16.76,12.87,9.23,5.88
195,42.4939,9.0905,7.07,7.43,8.57,10.53,13.61,18.07,20.7,20.95,18.58,14.81,11.08,7.72
196,42.4877,9.1872,6.69,7.07,8.19,10.2,13.32,17.87,20.57,20.82,18.21,14.41,10.71,7.34
197,42.4814,9.2839,7.41,7.7,9.07,10.97,13.86,18.59,21.27,21.22,18.7,15.09,11.57,7.99
198,42.475,9.3805,7.16,7.67,8.78,10.87,14.04,18.16,21.3,21.52,18.89,14.9,11.22,8.08
199,42.4685,9.4772,9.44,9.95,11.06,13.28,16.57,20.65,23.73,23.96,21.12,17.08,13.42,10.39
200,42.7535,-0.0524,-2.08,-2.6,-1.27,0.89,4.74,8.04,11.76,12.09,9.45,5,0.47,-0.9
201,42.7557,0.045,-1.01,-1.53,0.06,2.2,6.05,9.27,12.97,13.31,10.6,6.14,1.62,0.14
